Custom Data3;Custom Data2;Custom Data1;Iteration;Method;Distance;SP Distance;SP Factor;Time;Battery;Launched Drones;Failed Drones;Station Count;Failed Stations;Sensor Count;Failed Sensors;Visited Stations;Read Sensors;Success Factor;Message
;;;1;Centered;3314,9;1138,1;0,343;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;2;Centered;2274,6;367,1;0,161;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;3;Centered;2342,1;571,5;0,244;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;4;Centered;1604,6;589,2;0,367;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;5;Centered;2518,3;799,1;0,317;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;6;Centered;1617,4;694,8;0,430;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;7;Centered;2059,6;598,2;0,290;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;8;Centered;2200,5;206,9;0,094;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;9;Centered;2568,4;741,0;0,289;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;10;Centered;2304,2;323,3;0,140;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;11;Centered;2366,1;604,2;0,255;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;12;Centered;2033,4;215,8;0,106;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;13;Centered;1940,6;226,9;0,117;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;14;Centered;1292,7;123,8;0,096;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;15;Centered;3267,1;1389,3;0,425;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;16;Centered;2843,5;1310,2;0,461;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;17;Centered;2953,6;647,6;0,219;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;18;Centered;2688,1;1188,1;0,442;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;19;Centered;2930,2;735,1;0,251;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;20;Centered;2760,2;743,2;0,269;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;21;Centered;3002,5;958,1;0,319;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
;;;22;Centered;2893,0;224,4;0,078;0,0;0,0;1;0;5;0;0;0;0;0;0,0;
